# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "plants/references/Arabidopsis_thaliana.TAIR10.59.gtf" "-o" "plants/counts/counts.txt" "plants/alignments/IGV/SRR12808497_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808498_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808499_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808527_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808528_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808529_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	plants/alignments/IGV/SRR12808497_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808498_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808499_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808527_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808528_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808529_Aligned.sortedByCoord.out.bam
AT1G60390	1;1	22247472;22249497	22249425;22249721	-;-	2179	209	4	27	63	170	78
AT1G58684	1;1	21769674;21770525	21770182;21771303	-;-	1288	0	0	0	0	0	0
AT1G06475	1	1973834	1974407	-	574	0	0	0	0	0	0
AT1G17350	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	5941549;5941549;5941750;5941784;5941847;5942348;5942348;5942381;5942381;5942736;5942736;5942736;5942736;5942736;5943084;5943084;5943084;5943084;5943084;5943328;5943328;5943328;5943328;5943328;5943609;5943609;5943609;5943609;5943609;5943781;5943781;5943781;5943781;5943781;5944084;5944084;5944084;5944084;5944084;5944289	5941846;5941846;5941842;5941846;5942442;5942442;5942442;5942442;5942442;5942849;5942849;5942849;5942849;5942849;5943140;5943140;5943140;5943140;5943140;5943419;5943419;5943419;5943419;5943419;5943689;5943689;5943689;5943689;5943689;5943879;5943879;5943903;5943879;5943879;5944465;5944463;5944233;5944465;5944463;5944463	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1743	7	0	11	100	33	47
AT1G50420	1;1	18677694;18680004	18679762;18680300	-;-	2366	267	5	22	68	76	50
AT1G05450	1;1;1;1;1;1;1;1;1	1599876;1600454;1600507;1600642;1600642;1600809;1600809;1600941;1600941	1600334;1600533;1600533;1600701;1600701;1600862;1600862;1601210;1601214	+;+;+;+;+;+;+;+;+	927	0	0	0	0	0	0
AT1G60470	1;1;1;1	22278975;22279481;22279716;22280128	22279399;22279615;22280039;22280593	-;-;-;-	1350	1	10	1	0	0	0
AT1G45248	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	17162813;17162963;17162963;17162963;17163240;17163346;17163346;17163346;17163346;17163535;17163535;17163535;17163535;17163535;17163781;17163781;17163781;17163781;17163781;17164197;17164197;17164197;17164197;17164197;17164616;17164671;17164671;17164671	17163276;17163276;17163276;17163276;17163276;17163399;17163420;17163399;17163399;17163683;17163683;17163683;17163683;17163683;17163876;17163876;17163876;17163876;17163876;17164250;17164250;17164250;17164250;17164323;17164779;17164779;17164779;17164779	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1075	93	0	32	57	82	107
AT1G79360	1	29853960	29855872	-	1913	0	0	2	0	0	0
AT1G76710	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	28789698;28789720;28789729;28789729;28790244;28790244;28790244;28790822;28790822;28790822;28790822;28790964;28790964;28790964;28790964;28791252;28791252;28791252;28791252;28791434;28791434;28791434;28791434;28791711;28791711;28791711;28791711;28791958;28791958;28791958;28791958;28792209;28792209;28792209;28792209;28792351;28792351;28792351;28792351;28792617;28792617;28792617	28790162;28790703;28790189;28790162;28790703;28790703;28790703;28790856;28790856;28790856;28790856;28791162;28791162;28791162;28791162;28791345;28791345;28791345;28791345;28791518;28791518;28791518;28791518;28791797;28791797;28791797;28791797;28792114;28792114;28792114;28792114;28792273;28792273;28792273;28792273;28792425;28792640;28792425;28792425;28792684;28792719;28792702	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2097	358	64	45	245	165	67
AT1G11580	1;1;1;1;1;1	3888610;3888681;3889601;3889601;3889958;3889958	3889446;3889446;3889865;3889865;3890811;3890824	+;+;+;+;+;+	1969	1259	209	397	369	414	189
AT1G60240	1	22215168	22216329	-	1162	0	0	0	0	0	0
AT1G19500	1;1	6754665;6755316	6754973;6755684	-;-	678	0	0	0	0	0	0
AT1G12800	1;1;1;1;1;1;1;1;1;1;1;1;1	4361551;4361946;4362178;4362357;4362537;4362684;4362884;4363146;4363531;4363704;4363915;4364116;4364944	4361852;4362014;4362285;4362449;4362608;4362770;4363063;4363445;4363620;4363824;4364041;4364851;4365414	-;-;-;-;-;-;-;-;-;-;-;-;-	2756	945	373	412	595	1107	482
AT1G54690	1;1	20414316;20415000	20414828;20415287	-;-	801	75	19	5	32	49	8
AT1G53470	1;1;1;1;1	19958380;19960400;19960604;19960992;19961278	19960310;19960523;19960897;19961194;19961827	+;+;+;+;+	3102	4	0	0	0	10	1
AT1G01390	1;1	148013;148018	149848;149806	-;-	1836	3	64	21	266	69	58
AT1G28270	1	9882951	9884189	+	1239	1	0	0	0	0	0
AT1G07360	1;1;1;1	2260317;2261740;2262085;2262691	2261408;2261963;2262354;2262923	-;-;-;-	1819	833	583	406	234	291	129
AT1G60680	1;1;1;1;1;1;1;1;1	22347622;22348196;22348232;22348412;22348412;22348674;22348674;22349015;22349015	22348162;22348334;22348334;22348584;22348584;22348877;22348877;22349317;22349297	-;-;-;-;-;-;-;-;-	1360	309	0	2	4	51	11
AT1G13570	1;1;1;1;1;1;1;1;1;1	4642124;4642236;4642346;4642900;4642900;4642900;4643130;4643130;4644242;4644242	4642818;4642818;4642818;4643058;4643058;4643930;4643930;4644026;4644422;4644422	-;-;-;-;-;-;-;-;-;-	2003	84	56	53	47	157	42
AT1G43620	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	16425412;16425412;16425412;16425412;16425412;16425412;16425412;16425412;16426000;16426000;16426000;16426000;16426000;16426000;16426000;16426000;16426280;16426280;16426280;16426280;16426280;16426280;16426280;16426280;16426423;16426423;16426423;16426423;16426423;16426423;16426423;16426423;16426608;16426608;16426608;16426608;16426608;16426608;16426608;16426608;16426969;16426969;16426969;16426969;16426969;16426969;16426969;16426969;16427343;16427343;16427343;16427343;16427343;16427343;16427343;16427343;16427614;16427614;16427614;16427614;16427614;16427614;16427614;16427614;16427768;16427768;16427768;16427768;16427768;16427768;16427768;16427768;16427914;16427914;16427914;16427914;16427914;16427914;16427914;16427914;16428177;16428177;16428177;16428177;16428177;16428177;16428177;16428177;16428628;16428628;16428628;16428628;16428628;16428628;16428628;16429085;16429085;16429085;16429085;16429085;16429085;16429085;16429350;16429350;16429350;16429350;16429350;16429350;16429350;16429643;16429643;16429643;16430029;16430029;16430029;16430029;16430029	16425866;16425866;16425866;16425866;16425866;16425866;16425866;16425866;16426149;16426149;16426149;16426149;16426149;16426149;16426149;16426149;16426327;16426327;16426327;16426327;16426327;16426327;16426327;16426327;16426502;16426502;16426502;16426502;16426502;16426502;16426502;16426502;16426710;16426710;16426710;16426710;16426710;16426710;16426710;16426710;16427099;16427099;16427099;16427099;16427099;16427099;16427099;16427099;16427520;16427520;16427520;16427520;16427520;16427520;16427520;16427520;16427671;16427671;16427671;16427671;16427671;16427671;16427671;16427671;16427831;16427831;16427831;16427831;16427831;16427831;16427831;16427831;16428084;16428084;16428084;16428084;16428084;16428084;16428084;16428084;16428288;16428288;16428288;16428288;16428288;16428420;16428288;16428288;16428867;16428867;16428867;16428867;16428867;16428867;16428867;16429233;16429233;16429233;16429233;16429233;16429233;16429233;16429558;16429754;16429558;16429558;16429558;16429749;16430226;16429754;16430226;16429749;16430236;16430287;16430287;16430226;16430226	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3009	479	79	102	253	211	55
AT1G79390	1;1	29863225;29864076	29863644;29864330	-;-	675	146	31	49	147	116	70
AT1G31860	1;1;1;1;1;1;1;1;1;1;1;1;1;1	11434060;11434108;11434108;11434525;11434525;11434771;11434771;11434771;11434943;11434943;11434943;11435898;11436378;11436378	11434448;11434676;11434448;11434676;11434676;11434866;11434866;11434866;11435188;11435527;11435188;11436607;11436607;11436607	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2008	70	28	27	110	173	20
AT1G30450	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	10762708;10762708;10762739;10763507;10763507;10763507;10764072;10764072;10764072;10764393;10764792;10764792;10764792;10764792;10764962;10764962;10764962;10764962;10765273;10765273;10765273;10765273;10765524;10765524;10765524;10765524;10765964;10765964;10765964;10765964;10766289;10766289;10766289;10766289;10766535;10766535;10766535;10766535;10767077;10767077;10767077;10767077;10767656;10767656;10767656;10767656;10767983;10767983;10767983;10767983;10769244;10769248	10763065;10763065;10763065;10763644;10763644;10763644;10764150;10764150;10764150;10764667;10764883;10764883;10764883;10764883;10765076;10765076;10765076;10765076;10765373;10765373;10765373;10765373;10765585;10765585;10765585;10765585;10766191;10766191;10766191;10766191;10766403;10766403;10766403;10766403;10766729;10766729;10766729;10766729;10767477;10767477;10767477;10767477;10767817;10767817;10767817;10767817;10769114;10769114;10769264;10769616;10769616;10769532	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3955	413	142	183	227	310	99
AT1G10500	1;1;1	3460000;3460690;3461160	3460302;3460908;3461485	-;-;-	848	327	101	89	82	250	19
AT1G44446	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	16848308;16848359;16848366;16848378;16848912;16848912;16848912;16849283;16849283;16849283;16849484;16849484;16849484;16849484;16849744;16849744;16849744;16849744;16849974;16849974;16849974;16849974;16850328;16850328;16850328;16850328;16850701;16850701;16850701;16850701;16851066;16851066;16851066	16848828;16848828;16848828;16849206;16849395;16849206;16849206;16849395;16849395;16849395;16849668;16849668;16849668;16849668;16849891;16849891;16849891;16849891;16850249;16850249;16850249;16850249;16850432;16850432;16850432;16850432;16850937;16850937;16851010;16850937;16851224;16851271;16851224	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2318	556	62	206	250	399	166
AT1G64625	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	24016643;24016643;24016643;24016656;24017159;24017159;24017159;24017159;24017342;24017342;24017342;24017342;24017546;24017546;24017546;24017647;24017677;24017677;24017677;24017813;24017813;24017813;24017813;24018683;24018683;24018683;24018683;24018858;24018858;24018858	24016972;24016972;24016972;24016972;24017248;24017248;24017248;24017248;24017405;24017405;24017405;24017405;24017587;24017587;24017587;24017736;24017736;24017736;24017736;24018589;24018589;24018589;24018589;24018784;24018784;24018784;24019380;24019271;24019380;24019380	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2091	60	0	46	112	211	28
AT1G08790	1;1	2811989;2812564	2812478;2812782	+;+	709	0	0	0	0	0	0
AT1G55775	1;1;1	20852491;20853120;20853299	20853025;20853198;20853395	-;-;-	711	0	0	0	0	0	0
AT1G44941	1	16995113	16995295	-	183	0	0	0	0	0	0
AT1G49730	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	18402506;18402530;18402530;18402530;18403013;18403205;18403205;18403205;18403205;18403366;18403366;18403366;18403366;18403433;18403560;18403560;18403560;18403709;18403709;18403709;18403709;18403709;18403846;18403846;18403846;18403846;18403846;18404191;18404191;18404191;18404191;18404191;18404548;18404548;18404548;18404548;18404548;18405470;18405470;18405470;18405470	18403126;18403126;18403126;18402892;18403126;18403289;18403289;18403289;18403289;18403455;18403627;18403627;18403455;18403492;18403627;18403627;18403627;18403761;18403761;18403761;18403761;18403761;18404110;18404110;18404110;18404110;18404110;18404478;18404478;18404478;18404478;18404478;18405102;18405493;18405102;18405102;18405102;18405681;18405675;18405568;18405563	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2708	616	16	42	230	277	106
AT1G06930	1	2128843	2129883	+	1041	0	0	0	0	0	0
AT1G73885	1;1;1;1	27786864;27787083;27787417;27787662	27786987;27787324;27787582;27787708	+;+;+;+	579	612	54	173	692	951	413
AT1G51030	1	18915134	18915596	+	463	0	0	0	0	0	0
AT1G08140	1;1;1;1	2551935;2552924;2553681;2554796	2552700;2553586;2554700;2555229	-;-;-;-	2883	0	0	0	0	0	0
AT1G50670	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	18774805;18774806;18774846;18775223;18775223;18775223;18775386;18775386;18775386;18775599;18775599;18775599;18775741;18775741;18775741;18776006;18776006;18776006;18776360;18776360;18776360;18776488;18776488;18776488;18776786;18776924;18777000	18775142;18775142;18775142;18775298;18775298;18775298;18775504;18775504;18775504;18775661;18775661;18775661;18775832;18775832;18775832;18776114;18776114;18776114;18776405;18776405;18776405;18776569;18776569;18776569;18777012;18776995;18777030	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1170	886	83	177	304	435	163
AT1G72300	1	27217368	27221265	-	3898	252	67	38	404	237	382
AT1G70390	1;1	26529171;26529907	26529793;26530282	-;-	999	0	2	0	0	0	0
AT1G80750	1;1;1;1;1;1	30348670;30349032;30349589;30349784;30350026;30350216	30348881;30349237;30349686;30349921;30350128;30350564	+;+;+;+;+;+	1106	1064	348	258	272	273	68
AT1G04050	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1045598;1045598;1045598;1046099;1046099;1046099;1046329;1046329;1046329;1046470;1046470;1046470;1046624;1046624;1046624;1046987;1046987;1046987;1048152;1048152;1048152;1048499;1048499;1048499;1048720;1048720;1048720;1048853;1048853;1048853;1049014;1049014;1049618	1045995;1045995;1045995;1046195;1046195;1046195;1046379;1046379;1046379;1046536;1046536;1046536;1046877;1046877;1046877;1048005;1048005;1048005;1048422;1048422;1048422;1048630;1048630;1048630;1048758;1048758;1048758;1048915;1048979;1048915;1049209;1049477;1049864	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3166	29	0	31	1	18	1
AT1G76930	1;1;1;1;1;1;1	28895301;28895301;28895699;28895699;28895831;28896371;28896371	28895603;28895603;28895784;28895988;28895988;28896883;28897120	-;-;-;-;-;-;-	1343	28	58	34	23	9	5
AT1G77320	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	29056427;29056510;29056627;29057008;29057008;29057008;29057150;29057150;29057150;29057660;29057660;29057660;29058444;29058444;29058444;29058656;29058656;29058656;29059001;29059001;29059011;29059212;29059212;29059212;29059812;29059812;29059812;29060079;29060079;29060079;29060550;29060550;29060550;29060965;29060965;29060965;29061350;29061350;29061350;29061856;29061856;29061856;29061985;29061985;29062445;29062445;29062445;29062633;29062633;29062633	29056919;29056919;29056898;29057050;29057050;29057050;29057271;29057271;29057271;29057767;29057767;29057767;29058582;29058582;29058582;29058747;29058727;29058747;29059094;29059094;29059094;29059674;29059674;29059674;29059954;29059954;29059954;29060446;29060446;29060446;29060714;29060714;29060714;29061255;29061255;29061255;29061775;29061775;29061775;29062058;29061897;29061897;29062058;29062058;29062535;29062535;29062535;29062978;29062878;29062966	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3587	2	5	90	80	66	42
AT1G77145	1;1;1;1;1	28989838;28989849;28990888;28991177;28991177	28991089;28990644;28991089;28991454;28991385	-;-;-;-;-	1530	0	0	0	0	0	0
AT1G77910	1	29296138	29296407	+	270	0	0	0	0	0	0
AT1G19160	1	6614087	6615214	-	1128	58	0	0	0	9	0
AT1G59950	1;1;1;1	22068033;22068666;22068963;22070278	22068260;22068845;22069206;22070588	-;-;-;-	963	15	33	12	0	0	0
AT1G48740	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	18023378;18023387;18023387;18023387;18023716;18023716;18023716;18023904;18023904;18023904;18023904;18024128;18024128;18024128;18024128;18024671;18024671;18024671;18024671;18024803;18024839;18024839;18024839;18025061;18025061;18025061;18025061;18025324;18025324;18025324;18025673;18025673;18025673;18025673	18023827;18023625;18023625;18023625;18023827;18023827;18023827;18024025;18024025;18024025;18024025;18024252;18024252;18024252;18024252;18024757;18024757;18024757;18024757;18024989;18024989;18024989;18024989;18025237;18025237;18025371;18025237;18025371;18025371;18025371;18026065;18026065;18026065;18026097	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1707	0	0	0	0	0	0
AT1G75700	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	28423495;28423598;28423896;28423947;28423947;28424075;28424075;28424075;28424261;28424261;28424401;28424401;28424401;28424544;28424544;28424544;28424857;28424857;28424857	28423727;28423727;28423987;28423987;28423987;28424173;28424317;28424173;28424317;28424317;28424464;28424464;28424464;28424750;28424750;28424750;28425098;28425112;28425112	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1095	0	0	1	0	1	0
AT1G15740	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	5410908;5411493;5411801;5412013;5412342;5412607;5412757;5412927;5413096;5413264;5413445;5413594;5413752;5413981;5414136;5414360	5411053;5411724;5411929;5412220;5412488;5412681;5412828;5413001;5413167;5413335;5413516;5413665;5413895;5414052;5414282;5414919	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2295	854	164	287	857	1430	635
AT1G29720	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	10393659;10394385;10394617;10394961;10395245;10395447;10395698;10395957;10396255;10396782;10396932;10397050;10397201;10397352;10397744;10397913;10398062;10398221;10398491;10398674;10398830;10398980;10399219;10399383;10399666	10394292;10394535;10394848;10395171;10395363;10395581;10395718;10396152;10396643;10396825;10396973;10397100;10397269;10397414;10397815;10397978;10398133;10398292;10398562;10398745;10398901;10399051;10399290;10399572;10399873	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3397	0	3	2	0	0	14
AT1G47780	1;1;1;1	17594683;17594830;17595001;17595198	17594751;17594899;17595105;17595353	+;+;+;+	400	0	0	0	0	0	0
AT1G61320	1;1;1	22617370;22619142;22619416	22618278;22619309;22619853	+;+;+	1515	0	0	0	0	2	0
AT1G78740	1;1	29610494;29610704	29610622;29611492	-;-	918	0	0	0	0	0	0
AT1G78530	1;1;1;1;1;1;1;1;1	29539086;29539086;29539570;29539792;29539792;29540116;29540116;29540546;29540546	29539703;29539480;29539703;29540034;29540034;29540463;29540463;29540865;29540865	-;-;-;-;-;-;-;-;-	1529	0	0	0	0	0	3
AT1G52150	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	19409688;19409688;19409711;19410139;19410139;19410385;19410385;19410385;19410583;19410583;19410583;19410985;19410985;19410985;19411203;19411203;19411203;19411371;19411371;19411371;19411633;19411633;19411633;19411910;19411910;19411910;19412117;19412117;19412117;19412273;19412273;19412273;19412503;19412503;19412503;19412673;19412673;19412673;19412890;19412890;19412890;19413075;19413075;19413075;19413262;19413262;19413262;19413484;19413484;19413484;19413753;19413753;19413753	19410059;19410288;19410059;19410288;19410288;19410490;19410490;19410490;19410908;19410908;19410911;19411119;19411119;19411119;19411283;19411283;19411283;19411547;19411547;19411547;19411822;19411822;19411822;19412022;19412022;19412022;19412191;19412191;19412191;19412428;19412428;19412428;19412586;19412586;19412586;19412786;19412786;19412786;19412985;19412985;19412985;19413165;19413165;19413165;19413362;19413362;19413362;19413643;19413643;19413643;19414764;19414764;19414678	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3621	1028	378	371	751	912	247
AT1G62970	1;1;1	23323258;23323272;23323830	23323746;23326188;23326103	+;+;+	2931	230	72	109	138	250	130
AT1G49960	1;1;1;1;1;1;1;1;1;1;1;1;1;1	18498639;18499111;18499310;18499579;18499791;18499962;18500099;18500367;18500559;18500738;18500897;18501070;18501235;18501481	18498790;18499208;18499486;18499679;18499866;18500021;18500283;18500463;18500645;18500796;18500988;18501147;18501395;18501886	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1829	1	4	0	1	14	0
AT1G68020	1;1;1;1;1;1;1;1;1	25496928;25497145;25497290;25497479;25499591;25499591;25499954;25499954;25499954	25499513;25497353;25499864;25499513;25499864;25499864;25500374;25500584;25500374	+;+;+;+;+;+;+;+;+	3568	779	97	208	288	344	202
AT1G56700	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	21256025;21256176;21256340;21256410;21256735;21256735;21256735;21256786;21257092;21257092;21257092;21257092;21257273;21257273;21257273;21257273;21257398;21257398;21257398;21257398	21256395;21256395;21256371;21256453;21257006;21257006;21257006;21257006;21257196;21257196;21257196;21257196;21257320;21257320;21257320;21257320;21257973;21257973;21257973;21257973	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1416	164	26	82	331	263	107
AT1G33820	1;1;1;1;1;1	12278438;12278623;12278821;12279016;12279221;12279392	12278536;12278712;12278931;12279126;12279298;12279451	-;-;-;-;-;-	549	0	0	0	0	0	0
AT1G03350	1	822582	824410	-	1829	1098	213	540	411	350	205
AT1G14490	1;1	4958445;4958513	4959529;4959325	-;-	1085	82	61	0	2	13	0
AT1G53750	1;1;1;1;1;1;1;1;1;1	20065394;20066168;20066441;20066719;20067035;20067307;20067461;20067631;20067812;20068238	20066078;20066343;20066622;20066937;20067179;20067368;20067538;20067722;20067893;20068500	-;-;-;-;-;-;-;-;-;-	1984	4387	615	1051	957	1122	516
AT1G76390	1;1;1;1;1;1;1;1	28655208;28655220;28655897;28655900;28656536;28656536;28656949;28656949	28655621;28655621;28656456;28656456;28656845;28656845;28658711;28658711	+;+;+;+;+;+;+;+	3047	270	61	125	80	72	29
AT1G15150	1;1;1;1;1;1;1;1;1;1;1;1;1	5212475;5212475;5213047;5213675;5213675;5213841;5213841;5213989;5213989;5214357;5214357;5214652;5214652	5213591;5212931;5213591;5213761;5213761;5213897;5213897;5214227;5214227;5214562;5214562;5215042;5215042	+;+;+;+;+;+;+;+;+;+;+;+;+	2097	0	0	0	0	0	0
AT1G02680	1;1;1;1;1;1	580625;581070;581278;581497;581644;581815	580745;581186;581315;581556;581718;582310	+;+;+;+;+;+	907	177	186	117	79	108	62
AT1G11940	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	4031534;4031534;4032020;4032020;4032258;4032258;4032506;4032648;4032648;4032876;4032876;4033088;4033088;4033284;4033284;4033460;4033460;4033659;4033659	4031932;4031932;4032166;4032166;4032547;4032314;4032547;4032728;4032728;4032957;4032957;4033159;4033159;4033384;4033384;4033576;4033576;4034155;4034155	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1786	85	1	13	88	40	1
AT1G61840	1	22847247	22849989	+	2743	0	1	0	0	0	0
AT1G36230	1;1;1;1;1;1;1;1;1;1;1;1;1	13610985;13611136;13611890;13612059;13612296;13612460;13612633;13612861;13613079;13613280;13613431;13613829;13614027	13611035;13611234;13611975;13612220;13612366;13612504;13612755;13612981;13613195;13613357;13613501;13613910;13614051	-;-;-;-;-;-;-;-;-;-;-;-;-	1131	0	0	0	0	0	0
AT1G43667	1	16465056	16465565	-	510	0	0	0	0	0	0
AT1G74675	1;1;1;1;1	28053944;28054745;28054908;28055252;28055252	28054549;28055165;28055165;28055437;28055437	-;-;-;-;-	1213	22	0	0	37	7	0
AT1G11680	1;1;1	3938422;3938915;3939593	3938686;3939398;3940871	+;+;+	2028	293	83	132	214	426	200
AT1G66670	1;1;1;1;1	24863734;24864315;24864506;24864755;24865344	24864234;24864410;24864681;24864869;24865848	-;-;-;-;-	1393	536	137	237	490	779	538
AT1G28300	1;1;1;1;1;1	9896867;9897703;9897886;9898117;9899112;9899344	9897353;9897776;9897932;9898217;9899186;9899876	-;-;-;-;-;-	1317	0	0	0	0	0	0
AT1G55620	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	20787074;20787120;20787503;20787503;20787814;20787814;20788541;20788541;20788772;20788772;20789444;20789444;20790043;20790043;20790535;20790535	20787410;20787410;20787735;20787735;20788239;20788239;20788645;20788645;20789226;20789226;20789638;20789638;20790445;20790459;20791208;20791194	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2842	340	81	64	241	260	167
AT1G32030	1	11514594	11515595	+	1002	0	0	0	2	0	0
AT1G16910	1	5785003	5785959	+	957	0	0	0	0	0	0
AT1G23500	1;1;1;1;1	8339668;8340038;8340253;8340571;8340909	8339926;8340168;8340480;8340826;8341072	+;+;+;+;+	1038	4	0	0	0	0	0
AT1G67265	1	25175558	25176230	-	673	0	0	0	0	1	0
AT1G54240	1;1;1;1;1;1;1;1	20252718;20253066;20253247;20253397;20253549;20253885;20254066;20254463	20252872;20253134;20253300;20253453;20253642;20253968;20254387;20254708	+;+;+;+;+;+;+;+	1081	0	0	0	0	0	0
